255.761428  26.957890
256.044970  26.892609
256.014288  26.948952
256.033095  27.110155
255.869873  27.053957
256.000180  27.163902
255.817254  27.012009
255.806626  26.940826
256.045055  27.137068
256.055605  26.998688
255.990550  27.087172
255.853961  27.030291
256.028881  27.091015
256.077400  26.945963
256.032675  27.003546
255.861025  26.937059
256.120885  27.067677
256.001456  27.092054
256.105509  26.968357
256.069210  27.108955
255.950958  26.937267
256.049207  27.059290
255.852101  27.004625
256.052654  26.911762
255.947150  27.100452
255.846236  26.973646
255.921623  27.159325
255.925040  27.157768
255.787270  27.018457
255.950773  27.151627
255.878865  27.092718
