255.761428  26.957890
255.939630  26.989687
255.931112  26.986034
255.823894  26.866455
256.120813  26.943134
256.125636  27.039373
256.081519  27.134758
255.925007  26.834538
256.010986  26.863590
255.893352  26.971945
256.065066  27.137114
255.861318  26.888090
256.042341  26.880487
255.833357  26.923792
255.853404  26.852024
255.991811  26.948919
256.135183  27.057238
256.108336  26.944855
255.875966  27.027945
255.915283  26.879707
256.003953  26.955294
256.006556  26.944317
255.847615  26.981714
255.968748  26.836269
256.098844  27.037806
256.021647  26.924751
256.126038  27.073927
256.044970  26.892609
255.847070  26.940943
256.000702  26.907087
256.043357  26.913647
255.909069  26.834578
255.936869  27.127228
255.887419  27.083658
256.078512  26.984058
256.014288  26.948952
256.041938  27.115652
255.880710  26.884577
255.892579  26.878426
255.919748  26.863487
255.970907  27.006983
256.033095  27.110155
255.988249  26.935436
256.038447  27.082415
255.877637  26.847006
255.819765  27.003458
256.053624  26.982246
256.122225  27.004745
255.869873  27.053957
255.985693  27.087013
256.126736  26.975681
256.028132  26.914888
256.072754  27.142843
255.789780  26.895327
256.000180  27.163902
256.035652  27.123840
256.012022  27.122013
256.140136  27.004322
256.123699  27.045179
255.891425  26.988537
256.004487  26.913874
255.773154  26.955830
256.125047  26.996025
256.097003  27.030664
255.983936  27.081833
256.097884  26.950478
256.093999  27.112078
256.004135  26.841515
256.066079  27.052221
255.965054  26.885344
255.939242  27.055597
256.074481  26.871054
255.951752  26.984674
256.039167  27.063099
256.067066  26.943958
256.037610  26.845570
255.951935  27.050705
255.788539  26.972275
255.817254  27.012009
256.020546  27.086685
256.077956  26.936876
256.088892  27.058887
255.871682  26.983246
256.027850  26.975044
256.039635  27.163992
255.956564  26.859446
256.000185  27.063679
255.791905  26.892508
255.926027  26.975439
255.947794  26.942154
256.059482  26.938549
256.026593  27.146132
256.030845  27.116861
255.970881  26.992405
255.943765  26.925034
255.806626  26.940826
255.943380  26.827286
255.865077  26.854658
255.967326  26.917444
255.909378  27.076735
255.853950  26.974630
256.054511  27.115711
256.007027  26.949697
255.894903  26.982079
255.872891  26.871283
255.887328  26.904161
255.953680  26.990252
255.895254  27.080624
255.881937  27.039417
256.099067  27.082594
255.929402  26.918930
256.120731  26.952789
256.056744  26.896503
255.883146  26.836954
255.836882  26.868286
256.096366  27.081484
255.847200  27.028158
256.092698  26.973661
256.045055  27.137068
255.964562  26.993107
255.868323  27.046961
256.094059  27.118769
255.902389  26.992281
255.858288  27.050611
255.805336  26.969721
256.011606  26.852036
256.052645  27.130081
256.006054  27.069996
256.097099  26.913095
255.801962  26.882702
256.128024  27.015633
255.970777  27.049700
256.055605  26.998688
256.055137  26.970285
256.024059  26.875837
255.990550  27.087172
255.783168  26.937069
255.853961  27.030291
256.129981  27.060318
255.918054  26.853348
256.000659  27.062319
256.004055  26.901066
255.964563  27.147453
256.028881  27.091015
256.035225  26.950657
255.897147  26.836678
256.110519  27.001364
255.980041  26.862955
255.953456  27.100878
256.077400  26.945963
256.067731  27.030519
256.033809  27.118231
255.869915  26.844616
255.994843  26.985868
256.129818  27.037365
255.982987  26.874529
255.817215  26.929865
255.961929  27.080011
256.009035  27.121353
255.863654  26.944178
255.969209  26.950336
256.017542  27.109152
256.088129  26.956091
256.009742  27.045900
256.019207  26.985252
256.118607  26.991070
255.994320  26.956675
256.067602  26.936708
256.091512  26.897770
256.138399  26.973919
256.032675  27.003546
255.926753  26.971144
255.993370  27.108559
256.017576  27.159365
256.023151  27.112511
255.988178  27.066305
256.120059  27.057156
256.128557  27.058893
256.132357  26.938227
255.781994  26.965445
255.975051  26.882439
255.861025  26.937059
255.833323  26.879570
255.803222  26.984394
256.120885  27.067677
256.007535  26.994278
256.000249  27.032610
255.882391  26.973532
256.001456  27.092054
256.105509  26.968357
255.975516  27.039333
255.904932  26.949268
256.077680  26.963434
256.134294  26.965357
255.914985  27.049105
255.976576  26.949697
255.987571  26.895914
256.068964  26.974232
255.991401  26.970428
255.897714  26.860117
255.994333  27.094124
256.052605  27.100227
255.879421  26.855993
255.884311  27.067703
256.047286  27.155609
255.878088  27.075495
255.985858  26.877439
255.978496  27.070206
255.999014  27.052404
255.904735  26.844305
256.001276  27.036446
255.903101  27.037111
255.877166  26.955936
256.069210  27.108955
255.911152  26.910061
255.971907  27.073343
255.905562  26.934187
255.993689  26.975338
256.049639  27.157370
255.991911  26.908747
255.763100  26.936270
255.897225  27.014862
256.119612  27.011766
255.961095  26.917856
256.030610  26.862507
255.892077  26.854301
255.948908  26.846504
256.118081  27.067368
256.083455  27.012285
255.889734  26.851164
256.018430  27.125395
255.836510  27.018873
255.883729  27.010551
255.978524  26.941912
255.803314  26.940359
255.861873  26.997820
255.951517  26.953794
255.949050  26.900484
255.885561  27.001377
255.871033  27.055096
256.090432  27.083235
255.950958  26.937267
255.939185  26.901121
255.900067  26.920069
255.816859  26.936787
256.051325  26.861879
255.953803  26.935658
256.057372  26.872873
256.005788  27.100159
256.053169  27.125628
255.996909  27.116423
255.990679  27.158613
256.011737  26.916319
256.060620  27.144733
255.870518  26.961239
256.011314  27.021654
255.806221  26.967251
256.056390  27.045109
255.947627  26.997080
256.037055  26.847086
256.006197  26.864147
256.073358  27.001942
255.945611  27.057570
256.023437  26.994118
